location,bedrooms,bath,size,price
"SouthBanasreeProject,Banasree,Dhaka",3,2,"1,100",5700000
"SouthBanasreeProject,Banasree,Dhaka",3,2,"1,100",5700000
"SouthBanasreeProject,Banasree,Dhaka",3,2,"1,100",5700000
"SouthBanasreeProject,Banasree,Dhaka",3,2,"1,100",5700000
"SouthBanasreeProject,Banasree,Dhaka",2,2,850,4800000
"SouthBanasreeProject,Banasree,Dhaka",2,2,850,4800000
"SouthBanasreeProject,Banasree,Dhaka",3,2,"1,100",5700000
"MalibagBazarRd,Malibagh,Dhaka",2,2,"1,050",6000000
"BlockD,BashundharaR-A,Dhaka",3,4,"1,760",19800000
"Bawnia,Turag,Dhaka",3,4,"1,460",7700000
"Bawnia,Turag,Dhaka",3,4,"1,460",7700000
"Bawnia,Turag,Dhaka",3,4,"1,460",7500000
"BlockG,Banasree,Dhaka",3,3,"1,365",7000000
"Bochila,Mohammadpur,Dhaka",3,3,"1,600",7800000
"MeradiaGardensRoad,Banasree,Dhaka",2,2,850,5500000
"MeradiaGardensRoad,Banasree,Dhaka",3,3,"1,325",7200000
"RayerBazaar,Hazaribag,Dhaka",3,3,"1,250",7500000
"EastMonipur,Mirpur,Dhaka",2,2,900,3500000
"BaitulAmanHousingSociety,Adabor,Dhaka",3,3,"1,350",11000000
"Sector10,Purbachal,Dhaka",3,3,"3,640",36500000
"Sector24,Purbachal,Dhaka",3,3,"2,184",16500000
"Sector3,Purbachal,Dhaka",3,3,"2,184",16000000
"Sector21,Purbachal,Dhaka",3,3,"2,184",16000000
"Sector3,Uttara,Dhaka",3,3,"1,562",12000000
"Sector3,Uttara,Dhaka",3,4,"2,009",22500000
"RoadNo3,Shyamoli,Dhaka",3,3,"1,280",7000000
"Sector29,Purbachal,Dhaka",3,3,"2,184",15500000
"PCCultureHousing,Mohammadpur,Dhaka",3,3,"1,410",9000000
"BlockC,BashundharaR-A,Dhaka",4,4,"3,500",45000000
"Sector8,Purbachal,Dhaka",4,4,"3,640",37000000
"NorthBashabo,Bashabo,Dhaka",3,3,"1,398",9200000
"RoadNo4,Shyamoli,Dhaka",3,2,"1,100",5500000
"AgamasiLane,Bangshal,Dhaka",4,4,"1,350",6500000
"KhilbariTek,Badda,Dhaka",3,3,"1,300",5200000
"Kamlapur,Motijheel,Dhaka",3,2,"1,350",11500000
"Bochila,Mohammadpur,Dhaka",3,3,"1,236",5400000
"Bochila,Mohammadpur,Dhaka",3,3,"1,306",5500000
"Bochila,Mohammadpur,Dhaka",3,3,"1,236",5200000
"Bochila,Mohammadpur,Dhaka",3,3,"1,236",5000000
"Bochila,Mohammadpur,Dhaka",3,3,"1,306",5200000
"KalachandpurSchoolRoad,Kalachandpur,Dhaka",3,3,900,5000000
"KalachandpurSchoolRoad,Kalachandpur,Dhaka",3,3,950,5000000
"Section10,Mirpur,Dhaka",2,2,650,3100000
"Bochila,Mohammadpur,Dhaka",3,3,"1,348",5903520
"Bochila,Mohammadpur,Dhaka",3,3,"1,348",5761680
"Bochila,Mohammadpur,Dhaka",3,3,"1,348",5478900
"Bochila,Mohammadpur,Dhaka",3,3,"1,455",6024900
"NorthBashabo,Bashabo,Dhaka",3,3,"1,348",8900000
"Bochila,Mohammadpur,Dhaka",3,3,"1,600",7800000
"Chamilibag,Shantinagar,Dhaka",3,3,"2,350",27000000
"ShegunbagichaRoad,Shegunbagicha,Dhaka",3,3,"1,550",13000000
"BlockC,BashundharaR-A,Dhaka",4,4,"5,000",100000000
"BlockF,BashundharaR-A,Dhaka",4,4,"1,800",12000000
"Kallyanpur,Mirpur,Dhaka",2,2,900,4300000
"Shukrabad,Dhanmondi,Dhaka",2,2,"5,820",75000000
"BlockD,Banasree,Dhaka",3,3,"1,300",7800000
"BlockA,BashundharaR-A,Dhaka",3,3,"1,476",10500000
"RoadNo5,BananiDOHS,Dhaka",4,4,"4,007",92000000
"KalachandpurSchoolRoad,Kalachandpur,Dhaka",3,3,"1,050",5000000
"BlockG,BashundharaR-A,Dhaka",3,3,"1,400",11000000
"BlockA,BashundharaR-A,Dhaka",3,3,"1,450",10000000
"RoadNo11,Niketan,Dhaka",3,3,"1,558",14000000
"BlockG,Banasree,Dhaka",3,3,"1,241",7507000
"Jurain,Shyampur,Dhaka",18,10,"5,400",26000000
"UttarBadda,Badda,Dhaka",3,2,"1,000",6000000
"SouthBanasreeProject,Banasree,Dhaka",4,3,"1,600",10500000
"Kalabagan3rdLane,Kalabagan,Dhaka",4,3,"10,440",330000000
"ShahidNagar,Lalbagh,Dhaka",3,2,"1,020",5000000
"SouthBanasreeProject,Banasree,Dhaka",3,3,"1,180",7200000
"SouthBanasreeProject,Banasree,Dhaka",3,3,"1,180",7200000
"SouthBanasreeProject,Banasree,Dhaka",3,3,"1,180",7200000
"SouthBanasreeProject,Banasree,Dhaka",3,3,"1,180",7200000
"SouthBanasreeProject,Banasree,Dhaka",3,3,"1,180",7200000
"Kamrangirchar,Dhaka",3,3,"6,480",89250000
"SouthBanasreeProject,Banasree,Dhaka",3,3,"1,180",7200000
"SouthBanasreeProject,Banasree,Dhaka",3,3,"1,180",7200000
"SouthBanasreeProject,Banasree,Dhaka",3,3,"1,180",7200000
"SouthBanasreeProject,Banasree,Dhaka",3,3,"1,180",7200000
"WestDhanmondi,Dhanmondi,Dhaka",3,3,"1,272",11500000
"OuterCircularRoad,Maghbazar,Dhaka",3,3,"1,620",10500000
"Shiddheswari,Dhaka",2,2,"1,257",9000000
"Nayatola,Maghbazar,Dhaka",20,9,"1,800",28500000
"SouthBanasreeProject,Banasree,Dhaka",3,3,850,3500000
"SouthBanasreeProject,Banasree,Dhaka",3,2,975,4800000
"Gulshan2,Gulshan,Dhaka",4,4,"4,218",75000000
"Section1,Mirpur,Dhaka",3,3,"1,550",8000000
"BlockD,BashundharaR-A,Dhaka",3,3,"2,148",18000000
"Sector18,Purbachal,Dhaka",3,3,"3,640",31000000
"AzimpurRoad,Lalbagh,Dhaka",15,10,"22,500",260000000
"SouthBanasreeProject,Banasree,Dhaka",3,2,850,4400000
"Ashkona,DakshinKhan,Dhaka",3,3,"1,280",6878000
"Ashkona,DakshinKhan,Dhaka",3,3,"1,300",6980000
"Sector11,Purbachal,Dhaka",3,3,"3,640",39000000
"Sector16,Purbachal,Dhaka",3,3,"3,600",36500000
"Pirerbag,Mirpur,Dhaka",3,3,"1,250",6500000
"MoghbazarKaziOfficeLane,Maghbazar,Dhaka",3,3,"1,410",13000000
"Dogair,Demra,Dhaka",18,10,"6,750",20600000
"DoctorGoli,Maghbazar,Dhaka",3,4,"1,575",15000000
"Goran,Khilgaon,Dhaka",3,3,"1,215",6700000
"Goran,Khilgaon,Dhaka",3,3,"1,208",6600000
"Goran,Khilgaon,Dhaka",3,3,"1,248",6800000
"Monipuripara,Tejgaon,Dhaka",3,2,"1,250",9500000
"Monipuripara,Tejgaon,Dhaka",5,4,"1,750",12600000
"BlockC,BashundharaR-A,Dhaka",1,1,375,4500000
"BlockH,Banasree,Dhaka",3,3,"1,450",8500000
"EastManiknagar,Maniknagar,Dhaka",2,2,975,4500000
"SouthBanasreeProject,Banasree,Dhaka",2,2,740,3800000
"EastManiknagar,Maniknagar,Dhaka",2,2,975,4500000
"EastManiknagar,Maniknagar,Dhaka",2,2,975,4500000
"Goran,Khilgaon,Dhaka",3,3,"1,106",6100000
"ManiknagarLinkRoad,Maniknagar,Dhaka",3,3,"1,350",8000000
"Meradia,Khilgaon,Dhaka",3,3,"1,400",7700000
"Meradia,Khilgaon,Dhaka",3,3,"1,305",6800000
"Meradia,Khilgaon,Dhaka",4,3,"1,600",8800000
"Goran,Khilgaon,Dhaka",3,3,"1,340",6500000
"Goran,Khilgaon,Dhaka",3,3,"1,350",6500000
"Goran,Khilgaon,Dhaka",3,3,"1,390",6700000
"Goran,Khilgaon,Dhaka",3,3,"1,360",6600000
"Goran,Khilgaon,Dhaka",3,3,"1,370",6600000
"Goran,Khilgaon,Dhaka",3,3,"1,300",6300000
"2ndColony,Mirpur,Dhaka",3,3,930,3900000
"MasjidRoad,AftabNagar,Dhaka",2,2,750,4000000
"SaatRawza,Bangshal,Dhaka",3,3,"1,100",6000000
"Goran,Khilgaon,Dhaka",3,3,"1,215",6600000
"SouthManiknagar,Maniknagar,Dhaka",2,2,900,3325000
"SouthManiknagar,Maniknagar,Dhaka",2,2,900,2700000
"Goran,Khilgaon,Dhaka",3,3,"1,106",6200000
"Pirerbag,Mirpur,Dhaka",3,3,"1,140",5500000
"Pirerbag,Mirpur,Dhaka",3,3,"1,450",5500000
"NatunBazar,Badda,Dhaka",3,3,"1,100",5500000
"CircularRoad,Dhanmondi,Dhaka",3,3,"1,530",11000000
"GreenRoad,Kathalbagan,Dhaka",2,2,850,5950000
"Pirerbag,Mirpur,Dhaka",2,2,820,2500000
"Goran,Khilgaon,Dhaka",2,2,800,3800000
"EastManiknagar,Maniknagar,Dhaka",3,2,"1,280",5500000
"SouthBashabo,Bashabo,Dhaka",2,1,307,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,343,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,307,2000000
"WestNandipara,Khilgaon,Dhaka",2,1,"7,200",70000000
"SouthBashabo,Bashabo,Dhaka",2,1,307,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,380,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,380,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,394,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,343,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,350,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,307,2000000
"SouthBashabo,Bashabo,Dhaka",1,1,350,2000000
"UttarBadda,Badda,Dhaka",2,2,900,4200000
"PCCultureHousing,Mohammadpur,Dhaka",3,3,"1,410",8800000
"PCCultureHousing,Mohammadpur,Dhaka",3,3,"1,330",8800000
"PCCultureHousing,Mohammadpur,Dhaka",3,3,"1,300",7500000
"SouthBashabo,Bashabo,Dhaka",2,1,350,2000000
"PCCultureHousing,Mohammadpur,Dhaka",3,3,"1,300",7500000
"SouthBashabo,Bashabo,Dhaka",2,1,394,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,380,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,394,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,343,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,307,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,394,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,350,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,343,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,307,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,350,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,360,2000000
"SouthBashabo,Bashabo,Dhaka",2,1,380,2000000
"SouthKeraniganj,Keraniganj,Dhaka",3,2,"1,000",3800000
"AtiBazar,Keraniganj,Dhaka",3,2,"1,250",3750000
"SouthKeraniganj,Keraniganj,Dhaka",3,2,"1,000",3800000
"SouthKeraniganj,Keraniganj,Dhaka",3,2,"1,100",3800000
"Hugurpara,Kamrangirchar,Dhaka",3,2,"1,080",11000000
"WestNakhalpara,Tejgaon,Dhaka",3,2,"1,440",30000000
"SouthKeraniganj,Keraniganj,Dhaka",3,2,"1,000",3800000
"SouthKeraniganj,Keraniganj,Dhaka",3,2,"1,000",3800000
"SouthKeraniganj,Keraniganj,Dhaka",3,2,"1,000",3800000
"SouthKeraniganj,Keraniganj,Dhaka",3,2,"1,000",3800000
"Dokkhingao,Bashabo,Dhaka",2,2,850,3800000
"PCCultureHousing,Mohammadpur,Dhaka",3,3,"1,300",7500000
"Dokkhingao,Bashabo,Dhaka",2,2,850,3800000
"Dokkhingao,Bashabo,Dhaka",2,2,850,3800000
"SouthKeraniganj,Keraniganj,Dhaka",3,2,"1,000",3800000
"SouthKeraniganj,Keraniganj,Dhaka",3,2,"1,000",3800000
"SouthKeraniganj,Keraniganj,Dhaka",3,2,"1,000",3800000
"SouthKeraniganj,Keraniganj,Dhaka",3,2,"1,000",3800000
"Section10,Mirpur,Dhaka",3,3,"1,420",8226000
"Section10,Mirpur,Dhaka",3,3,"1,490",8597000
"Monipuripara,Tejgaon,Dhaka",3,3,"7,800",65000000
"SouthKeraniganj,Keraniganj,Dhaka",3,3,"1,150",4950000
"Shahjadpur,Badda,Dhaka",3,2,"1,180",7670000
"Shahjadpur,Badda,Dhaka",3,2,"1,180",7670000
"Shahjadpur,Badda,Dhaka",3,2,"1,180",7670000
"Shahjadpur,Badda,Dhaka",3,2,"1,180",7670000
"BlockC,BashundharaR-A,Dhaka",3,4,"2,100",18000000
"Meradia,Khilgaon,Dhaka",3,2,"1,020",4700000
"Meradia,Khilgaon,Dhaka",3,2,"1,020",4700000
"Meradia,Khilgaon,Dhaka",3,2,"1,020",4700000
"Meradia,Khilgaon,Dhaka",2,2,"1,020",4700000
"Meradia,Khilgaon,Dhaka",3,3,"1,305",6200000
"Pirerbag,Mirpur,Dhaka",3,3,"1,150",5000000
"Shahjadpur,Badda,Dhaka",3,2,"1,180",7670000
"AhmedNagar,Mirpur,Dhaka",3,3,"1,200",6000000
"AhmedNagar,Mirpur,Dhaka",3,3,"1,200",6000000
"AhmedNagar,Mirpur,Dhaka",3,3,"1,200",6000000
"Kadamtala,Bashabo,Dhaka",3,3,"1,250",6700000
"Kadamtala,Bashabo,Dhaka",3,3,"1,250",6600000
"PCCultureHousing,Mohammadpur,Dhaka",3,4,"1,760",11000000
"Shiddheswari,Dhaka",2,2,"1,265",7500000
"SouthKeraniganj,Keraniganj,Dhaka",3,3,"1,150",4950000
"Shahjadpur,Badda,Dhaka",3,2,"1,180",7670000
"Shahjadpur,Badda,Dhaka",3,3,950,5225000
"PCCultureHousing,Mohammadpur,Dhaka",3,3,"1,300",7500000
"Section6,Mirpur,Dhaka",2,2,"1,050",6000000
"Pirerbag,Mirpur,Dhaka",3,3,"1,150",5000000
"EastManiknagar,Maniknagar,Dhaka",3,3,"1,800",7500000
"PCCultureHousing,Mohammadpur,Dhaka",3,3,"1,300",7500000
"Pirerbag,Mirpur,Dhaka",4,3,"1,300",6000000
"AhmedNagar,Mirpur,Dhaka",3,3,"1,200",6000000
"Shahjadpur,Badda,Dhaka",3,3,"1,250",6875000
"Shahjadpur,Badda,Dhaka",3,3,"1,602",13200000
"Bochila,Mohammadpur,Dhaka",3,3,"1,290",5876000
"Bochila,Mohammadpur,Dhaka",3,3,"1,290",5876000
"Bochila,Mohammadpur,Dhaka",3,3,"1,190",5436000
"Bochila,Mohammadpur,Dhaka",3,3,"1,220",5568000
"Bochila,Mohammadpur,Dhaka",3,3,"1,190",5436000
"NewMarket,Dhaka",3,2,"1,050",7350000
"BlockM,BashundharaR-A,Dhaka",3,2,"5,400",52500000
"SouthKeraniganj,Keraniganj,Dhaka",3,3,"1,100",4800000
"SouthKeraniganj,Keraniganj,Dhaka",3,3,"1,100",4800000
"SouthKeraniganj,Keraniganj,Dhaka",3,3,"1,150",4950000
"SouthKeraniganj,Keraniganj,Dhaka",3,3,"1,100",4800000
"SouthKeraniganj,Keraniganj,Dhaka",3,3,"1,100",4800000
"Shahjadpur,Badda,Dhaka",3,3,950,5225000
"AtiBazar,Keraniganj,Dhaka",3,2,900,2000000
"Section10,Mirpur,Dhaka",2,2,940,5500000
"BlockE,AftabNagar,Dhaka",3,3,"1,650",12000000
"BlockE,AftabNagar,Dhaka",3,3,"1,650",12000000
"Arambagh,Motijheel,Dhaka",3,3,"1,230",9650000
"SouthBadda,Badda,Dhaka",3,3,"1,700",11220000
"SouthBadda,Badda,Dhaka",3,3,"1,700",11220000
"SouthBanasreeProject,Banasree,Dhaka",3,3,"1,100",6700000
"Section6,Mirpur,Dhaka",5,4,"2,400",18000000
"BlockF,Banasree,Dhaka",3,2,"1,077",5900000
"NorthRoad,Dhanmondi,Dhaka",3,2,"3,672",300000000
"BlockD,Banasree,Dhaka",3,2,"2,160",90000000
"Bochila,Mohammadpur,Dhaka",3,3,"1,190",5436000
"Bochila,Mohammadpur,Dhaka",3,3,"1,290",5876000
"Bochila,Mohammadpur,Dhaka",3,3,"1,220",5568000
"Bochila,Mohammadpur,Dhaka",3,3,"1,220",5568000
"Bochila,Mohammadpur,Dhaka",3,3,"1,190",5436000
"Bochila,Mohammadpur,Dhaka",3,3,"1,290",5876000
"Bochila,Mohammadpur,Dhaka",5,5,"2,679",12000000
"Bochila,Mohammadpur,Dhaka",3,3,"1,324",5700000
"Bochila,Mohammadpur,Dhaka",3,3,"1,324",5700000
"Bochila,Mohammadpur,Dhaka",3,3,"1,324",5700000
"Bochila,Mohammadpur,Dhaka",3,3,"1,355",6100000
"SouthTownR/A,Keraniganj,Dhaka",3,3,"4,406",10404000
"SouthKeraniganj,Keraniganj,Dhaka",3,3,"1,300",6200000
"SouthKeraniganj,Keraniganj,Dhaka",3,3,"1,300",6500000
"SouthBanasreeProject,Banasree,Dhaka",3,3,"1,000",5000000
"Bochila,Mohammadpur,Dhaka",3,3,"1,220",5568000
"BlockI,BashundharaR-A,Dhaka",3,3,"14,400",140000000
"UttarBadda,Badda,Dhaka",3,3,"1,478",8868000
"UttarBadda,Badda,Dhaka",3,3,"1,478",8868000
"UttarBadda,Badda,Dhaka",3,3,"1,478",8868000
"UttarBadda,Badda,Dhaka",3,3,"1,400",8400000
"UttarBadda,Badda,Dhaka",3,3,"1,478",8868000
